Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:50:14 ICT 2024
Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:50:15 ICT 2024
Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:50:15 ICT 2024
Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:50:16 ICT 2024
Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:50:16 ICT 2024
Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:50:17 ICT 2024
Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:50:17 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:50:26 ICT 2024
Username: johnDoe, Full Name: John Doe, UserType: Client, Status: Active, Logged in at: Fri Sep 13 22:50:38 ICT 2024
Username: johnDoe, Full Name: John Doe, UserType: Client, Status: Active, Logged in at: Fri Sep 13 22:50:39 ICT 2024
Username: johnDoe, Full Name: John Doe, UserType: Client, Status: Active, Logged in at: Fri Sep 13 22:50:40 ICT 2024
Username: emp1, Full Name: John Smith, UserType: Employee, Status: Active, Logged in at: Fri Sep 13 22:44:37 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:45:48 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:45:49 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:46:19 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:46:23 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:46:29 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:46:30 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:46:33 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:47:08 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:47:18 ICT 2024
Username: managerUser, Full Name: John Manager, UserType: Manager, Status: Active, Logged in at: Fri Sep 13 22:47:29 ICT 2024
